Id,Title,Body,Tags,Type
,c++ vector type function implemetation,"class City
 
  {
 
  private:
 
  int id;
 
  string name;
 
  int populations;
 
  int nooftourist;
 
  vector<Attraction*>&attractions;
 
  public:
 
  City(int id,string name,int populations,int nooftourist):id(id),name(name),populations(populations),nooftourist(nooftourist){}
 
  void setId(int _id);
 
  void setName(string _name);
 
  int getId();
 
  string getName();
 
  void display(){}
 
  vector<Attraction*>getAttractions() { return attractions;}
 
 
 
 };
 
 
 
 what wrong with my program,i dont understand the vector type function",c++,1
,How to play gif in android from url?,<p>I want to play animated gif from url in android app like imgur app. Imagur is superb and very fast. I am loading gif with webview but its not up to the mark.</p>,android animated-gif,1
,gcc: undefined reference to,"I would like to compile this.

program.c

#include <libavcodec/avcodec.h>

int main(){
    int i = avpicture_get_size(AV_PIX_FMT_RGB24,300,300);
}
Running this

gcc -I$HOME/ffmpeg/include program.c
gives error

/tmp/ccxMLBme.o: In function `main':
program.c:(.text+0x18): undefined reference to `avpicture_get_size'
collect2: ld returned 1 exit status
However, avpicture_get_size is defined. Why is this happening?",c++ c gcc linker undefined-reference,1
,Angular2 - root relative imports,"<p>I have a problem with imports in angular2/typescript. I'd like to use imports with some root like 'app/components/calendar', instead only way I am able to use is something like:</p>
 
 <pre><code>//app/views/order/order-view.ts
 import {Calendar} from '../../components/calendar 
 </code></pre>
 
 <p>where Calendar is defined like:</p>
 
 <pre><code>//app/components/calendar.ts
 export class Calendar {
 }
 </code></pre>
 
 <p>and this obviously gets much worse the lower in hierarchy you go, deepest is '../../..' but it is still very bad and brittle. Is there any way how to use paths relative to project root? </p>
 
 <p>I am working in Visual Studio, and relative imports seem to be the only thing that makes VS able to recognize these imports.y</p>",typescript angular,1
,React Server side rendering of CSS modules,"<p>The current practice for CSS with React components seems to be using webpack's style-loader to load it into the page in.</p>
 
 <pre class=""lang-js prettyprint-override""><code>import React, { Component } from 'react';
 import style from './style.css';
 
 class MyComponent extends Component {
  render(){
  return (
  &lt;div className={style.demo}&gt;Hello world!&lt;/div&gt;
  );
  }
 }
 </code></pre>
 
 <p>By doing this the style-loader will inject a <code>&lt;style&gt;</code> element into the DOM. However, the <code>&lt;style&gt;</code> will not be in the virtual DOM and so if doing server side rendering, the <code>&lt;style&gt;</code> will be omitted. This cause the page to have <a href=""https://en.wikipedia.org/wiki/Flash_of_unstyled_content"" rel=""noreferrer"">FOUC</a>.</p>
 
 <p>Is there any other methods to load <a href=""https://github.com/css-modules/css-modules"" rel=""noreferrer"">CSS modules</a> that work on both server and client side?</p>",reactjs webpack webpack-style-loader,1
,How to check if a String contains any letter from a to z?,"String hello = ""Hello1"";
 Char[] convertedString = String.ToCharArray();
 int errorCounter = 0;
 for (int i = 0; i < CreateAccountPage_PasswordBox_Password.Password.Length; i++) {
  if (convertedString[i].Equals('a') || convertedString[i].Equals('A') .....
  || convertedString[i].Equals('z') || convertedString[i].Equals('Z')) {
  errorCounter++;
  }
 }
 if(errorCounter > 0) {
  //do something
 }","c#
 windows
 string char",1
,Efficient means of null terminating an unsigned char buffer in a string append function?,"void ByteBuffer_Append( ByteBuffer_t* destBuffer, uInt8* source, uInt32 sourceLength )
 {
  if ( !destBuffer )
  {
  puts( ""[ByteBuffer_Append]: param 'destBuffer' received is NULL, bailing out...\n"" );
 
  return;
  }
 
  if ( !source )
  {
  puts( ""[ByteBuffer_Append]: param 'source' received is NULL, bailing out...\n"" );
 
  return;
  }
 
  size_t byteLength = sizeof( uInt8 ) * sourceLength;
 
  // check to see if we need to reallocate the buffer
 
  if ( destBuffer->capacity < byteLength || destBuffer->length >= sourceLength )
  {
  destBuffer->capacity += byteLength;
 
  uInt8* newBuf = ( uInt8* ) realloc( destBuffer->data, destBuffer->capacity );
 
  if ( !newBuf )
  {
  Mem_BadAlloc( ""ByteBuffer_Append - realloc"" );
  }
 
  destBuffer->data = newBuf;
  }",c++ c buffer bytearray null-terminated,1
,Is it possible to host telegram on my own server?,"<p><a href=""https://telegram.org/"" rel=""noreferrer"">Telegram</a> is a cloud based chat service. All of their clients are open source. I was wondering if there's a way to host a 'private' telegram service on my own server. </p>
 
 <p>If not, is there anything out there that can provide all or almost all features that telegram provides?</p>",telegram,1
,How to implement bit error based on percentage in C?,"<p>I'm stuck at trying to simulate an Binary Symmetric Channel in C.</p>
 
 <p>It should work like this: the user enters a number (for example 0.01 = 1%) which represents error rate. So, for instance, if i read 1001 from file every bit has a chance to change its value to 0/1 respectively depending on the entered percent.</p>
 
 <p>Reading from file and writing into another is already working, but I just don't know how to make these percentage-based errors happen.</p>
 
 <p>Any help is much appreciated, thanks in advance.</p>",c,1
,how to give different file name every time i capture video and write it to file?,"<p>I am newbee in opencv. I am working on part of the project.</p>
 
 <p>In the below code, I have used <strong>VideoWriter</strong> class to store video with name <strong>MyVideo.avi</strong> as I specified in below code.
 But every time i capture video it stores with same name i.e it get overridden.
 <strong>So I want to name it with computer date and time.
 please help me to modify this</strong> </p>
 
 <pre><code>#include ""opencv2/highgui/highgui.hpp""
 #include &lt;iostream&gt;
 
 using namespace cv;
 using namespace std;
 
 int main(int argc, char* argv[])
 {
 VideoCapture cap(0); // open the video camera no. 0
 
 if (!cap.isOpened()) // if not success, exit program
 {
  cout &lt;&lt; ""ERROR: Cannot open the video file"" &lt;&lt; endl;
  return -1;
 }
 
 namedWindow(""MyVideo"",CV_WINDOW_AUTOSIZE); //create a window called ""MyVideo""
 
  double dWidth = cap.get(CV_CAP_PROP_FRAME_WIDTH); //get the width of frames of the video
 double dHeight = cap.get(CV_CAP_PROP_FRAME_HEIGHT); //get the height of frames of the video
 
 cout &lt;&lt; ""Frame Size = "" &lt;&lt; dWidth &lt;&lt; ""x"" &lt;&lt; dHeight &lt;&lt; endl;
 
 Size frameSize(static_cast&lt;int&gt;(dWidth), static_cast&lt;int&gt;(dHeight));
 
  VideoWriter oVideoWriter (""D:/MyVideo.avi"", CV_FOURCC('P','I','M','1'), 20, frameSize, true); //initialize the VideoWriter object 
 
  if ( !oVideoWriter.isOpened() ) //if not initialize the VideoWriter successfully, exit the program
 {
  cout &lt;&lt; ""ERROR: Failed to write the video"" &lt;&lt; endl;
  return -1;
 }
 
 while (1)
 {
 
  Mat frame;
 
  bool bSuccess = cap.read(frame); // read a new frame from video
 
  if (!bSuccess) //if not success, break loop
  {
  cout &lt;&lt; ""ERROR: Cannot read a frame from video file"" &lt;&lt; endl;
  break;
  }
 
  oVideoWriter.write(frame); //writer the frame into the file
 
  imshow(""MyVideo"", frame); //show the frame in ""MyVideo"" window
 
  if (waitKey(10) == 27) //wait for 'esc' key press for 30ms. If 'esc' key is pressed, break loop
  {
  cout &lt;&lt; ""esc key is pressed by user"" &lt;&lt; endl;
  break; 
  }
 }
 
 return 0;
 
 }
 </code></pre>",c++ qt opencv image-processing computer-vision,1
,Laravel: find out if variable is collection,"<p>I want to find out if a variable is a collection.</p>
 
 <p>I can't use is_object() because it will be true even if it is not an collection.
 For now I use this, and it works:</p>
 
 <pre><code>if(is_object($images) &amp;&amp; get_class($images) != 'Illuminate\Database\Eloquent\Collection') {
 </code></pre>
 
 <p>But I think it's so ugly that I spend time asking you about another solution.</p>
 
 <p>Do you have any idea?</p>",php laravel collections,1
,Safely assign value to nested hash using Hash#dig or Lonely operator(&.),"<pre><code>h = {
  data: {
  user: {
  value: ""John Doe"" 
  }
  }
 }
 </code></pre>
 
 <p>To assign value to the nested hash, we can use</p>
 
 <pre><code>h[:data][:user][:value] = ""Bob""
 </code></pre>
 
 <p>However if any part in the middle is missing, it will cause error.</p>
 
 <p>Something like </p>
 
 <pre><code>h.dig(:data, :user, :value) = ""Bob""
 </code></pre>
 
 <p>won't work, since there's no <code>Hash#dig=</code> available yet.</p>
 
 <p>To safely assign value, we can do</p>
 
 <pre><code>h.dig(:data, :user)&amp;.[]=(:value, ""Bob"") # or equivalently
 h.dig(:data, :user)&amp;.store(:value, ""Bob"")
 </code></pre>
 
 <p>But is there better way to do that? </p>",ruby hash dig ruby-2.3 safe-navigation-operator,1
,C# Reading Paths From Text File Says Path Doesn't Exist,"<p>I'm developing a small command line utility to remove files from a directory. The user has the option to specify a path at the command line or have the paths being read from a text file.</p>
 
 <p>Here is a sample text input:</p>
 
 <pre><code>C:\Users\MrRobot\Desktop\Delete
 C:\Users\MrRobot\Desktop\Erase
 C:\Users\MrRobot\Desktop\Test
 </code></pre>
 
 <p>My Code:</p>
 
 <pre><code>class Program
  {
  public static void Main(string[] args)
  {
 
  Console.WriteLine(""Number of command line parameters = {0}"", args.Length);
 
  if(args[0] == ""-tpath:""){
 
  clearPath(args[1]);
  }
  else
  if(args[0] == ""-treadtxt:""){
 
  readFromText(args[1]);
  }
 
  }
 
  public static void clearPath(string path)
  {
  if(Directory.Exists(path)){
 
  int directoryCount = Directory.GetDirectories(path).Length;
 
  if(directoryCount &gt; 0){
 
  DirectoryInfo di = new DirectoryInfo(path);
 
  foreach (DirectoryInfo dir in di.GetDirectories())
  {
  dir.Delete(true); 
  }
 
  }
  else{
 
  Console.WriteLine(""No Subdirectories to Remove"");
  }
 
  int fileCount = Directory.GetFiles(path).Length;
 
  if(fileCount &gt; 0){
 
  System.IO.DirectoryInfo di = new DirectoryInfo(path);
 
  foreach (FileInfo file in di.GetFiles())
  {
  file.Delete(); 
  }
 
 
  }
  else{
 
  Console.WriteLine(""No Files to Remove"");
  }
 
  }
  else{
 
  Console.WriteLine(""Path Doesn't Exist {0}"", path);
  }
  }
 
  public static void readFromText(string pathtotext)
  {
  try
  { // Open the text file using a stream reader.
  using (StreamReader sr = new StreamReader(pathtotext))
  {
  // Read the stream to a string, and write the string to the console.
  string line = sr.ReadToEnd();
  clearPath(line);
  }
  }
  catch (Exception e)
  {
  Console.WriteLine(""The file could not be read:"");
  Console.WriteLine(e.Message);
  }
 
  }
 
  }
 }
 </code></pre>
 
 <p><strong>My Problem:</strong></p>
 
 <p>When reading from the text file, it says that the first path doesn't exist, and prints all the paths to the prompt, despite that I have no <code>Console.WriteLine()</code>. However, if I plug these same paths and call -tPath: it will work. My issue seems to be in the <code>readFromText()</code> I just can't seem to figure it out. </p>",c# command-line text-files streamreader,1
,How to declare private variables and private methods in es6 class,"<p><strong>in es5 we use constructor function</strong> </p>

<pre><code>function Person(name,gender){

    var initial ="""";    // we use var key word to make variable private

    function getNameWithInitial(){ // this is the private method to get name with initial
        console.log(this);
        initial = this.gender ===""male""?""Mr. "":""Mrs. "";
        return initial + this.name;
    }


    this.name = name;
    this.gender = gender;
    this.getName = function(){
        return getNameWithInitial.call(this);
    }


}


var manas = new Person(""Manas"",""male"");

console.log(manas.getName());
</code></pre>

<p><strong>My question is how to declare a private variable and private method in es6 class</strong></p>
",javascript node.js ecmascript-6,1
,"InvalidStateError: An attempt was made to use an object that is not, or is no longer, usable","<p>The following works in Chrome but not Firefox:</p>

<p><div class=""snippet"" data-lang=""js"" data-hide=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>var myVideo = document.getElementById('myVideo')
myVideo.currentTime = 570</code></pre>
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;video id=""myVideo"" controls&gt;
&lt;source src=""myVideo.mp4"" type=""video/mp4""&gt;
&lt;/video&gt;</code></pre>
</div>
</div>
</p>

<p>In Firefox it says </p>

<blockquote>
  <p>InvalidStateError: An attempt was made to use an object that is not,
  or is no longer, usable</p>
</blockquote>

<p>for line 2.</p>
",javascript firefox html5-video,1
